onetsoc_code,task_id,occupation_title,task_text_clean,hdbscan_cluster,hdbscan_cluster_assigned,auto_label_v2,auto_label_definition,auto_label_source,variant,was_hdbscan_noise
25-1011.00,5684,"Business Teachers, Postsecondary",Write grant proposals to procure external research funding.,103,103,Write grant proposals,Prepare proposals and grants to secure funding for research or projects.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5688,"Computer Science Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5689,"Computer Science Teachers, Postsecondary","Compile, administer, and grade examinations or assign this work to others.",177,177,Evaluate student work,"Assess and grade student assignments, exams, and related academic work.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5687,"Computer Science Teachers, Postsecondary","Prepare and deliver lectures to undergraduate or graduate students on topics such as programming, data structures, and software design.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5685,"Computer Science Teachers, Postsecondary","Evaluate and grade students' class work, laboratory work, assignments, and papers.",177,177,Evaluate student work,"Assess and grade student assignments, exams, and related academic work.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5686,"Computer Science Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",115,115,Deliver college instruction,"Teach courses, prepare materials, and evaluate student performance in postsecondary settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5690,"Computer Science Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",178,178,Advance academic research,"Stay current in a field, conduct research, and publish findings through scholarly channels.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5692,"Computer Science Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5694,"Computer Science Teachers, Postsecondary",Maintain regularly scheduled office hours to advise and assist students.,84,84,Advise students,Meet with students to provide guidance and support on academic and career matters.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5696,"Computer Science Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,179,179,Advise students,"Guide students on academic, vocational, and career matters and support student organizations.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5691,"Computer Science Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.",-1,114,Improve energy efficiency,Assess energy use and develop strategies to reduce consumption and improve renewable integration.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
25-1021.00,21109,"Computer Science Teachers, Postsecondary",Develop and maintain Web sites for online courses.,-1,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
25-1021.00,5697,"Computer Science Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.",182,182,Engage community outreach,"Participate in recruitment, community events, and public speaking to support institutional outreach.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5698,"Computer Science Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,178,178,Advance academic research,"Stay current in a field, conduct research, and publish findings through scholarly channels.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5695,"Computer Science Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks and laboratory equipment.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5699,"Computer Science Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",180,180,Serve academic governance,Participate in committees and administrative duties that shape institutional policies and operations.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5706,"Computer Science Teachers, Postsecondary",Participate in campus and community events.,182,182,Engage community outreach,"Participate in recruitment, community events, and public speaking to support institutional outreach.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5704,"Computer Science Teachers, Postsecondary",Direct research of other teachers or of graduate students working for advanced academic degrees.,-1,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
25-1021.00,5701,"Computer Science Teachers, Postsecondary","Supervise undergraduate or graduate teaching, internship, and research work.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5703,"Computer Science Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",178,178,Advance academic research,"Stay current in a field, conduct research, and publish findings through scholarly channels.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5693,"Computer Science Teachers, Postsecondary",Supervise students' laboratory work.,181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5708,"Computer Science Teachers, Postsecondary",Write grant proposals to procure external research funding.,103,103,Write grant proposals,Prepare proposals and grants to secure funding for research or projects.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5702,"Computer Science Teachers, Postsecondary","Perform administrative duties, such as serving as department head.",180,180,Serve academic governance,Participate in committees and administrative duties that shape institutional policies and operations.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,20059,"Computer Science Teachers, Postsecondary",Maintain computer equipment used in instruction.,181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5707,"Computer Science Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,75,75,Teach postsecondary courses,"Deliver lectures, assess student work, and manage course materials in higher education settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1021.00,5705,"Computer Science Teachers, Postsecondary",Provide professional consulting services to government or industry.,-1,114,Improve energy efficiency,Assess energy use and develop strategies to reduce consumption and improve renewable integration.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
25-1021.00,5700,"Computer Science Teachers, Postsecondary",Act as advisers to student organizations.,179,179,Advise students,"Guide students on academic, vocational, and career matters and support student organizations.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1022.00,5710,"Mathematical Science Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",177,177,Evaluate student work,"Assess and grade student assignments, exams, and related academic work.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1022.00,5709,"Mathematical Science Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",177,177,Evaluate student work,"Assess and grade student assignments, exams, and related academic work.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1022.00,5711,"Mathematical Science Teachers, Postsecondary","Prepare and deliver lectures to undergraduate or graduate students on topics such as linear algebra, differential equations, and discrete mathematics.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1022.00,5713,"Mathematical Science Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",115,115,Deliver college instruction,"Teach courses, prepare materials, and evaluate student performance in postsecondary settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1022.00,5712,"Mathematical Science Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1022.00,5715,"Mathematical Science Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1022.00,5714,"Mathematical Science Teachers, Postsecondary",Maintain regularly scheduled office hours to advise and assist students.,84,84,Advise students,Meet with students to provide guidance and support on academic and career matters.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
